SUM de VALUE_AMOUNT										YEARMONTH_ID																							
BU	SEGMENT_DESC	PRODUCT_DESC	BALANCE_SHEET_PORTFOLIO_DESC	PORTFOLIO_DESC	PAYMENT_METHOD_DESC	INSTALLMENT_NUMBER_AGROUP	VERSION_DESC	DEVICE_TAP_TYPE	CHANNEL_DESC	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	bank_transfer	-	FORECAST 4+8															267.646	1.016.434	3.108.518	66.117.617								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	1x	ACTUAL			184.463	359.285	8.057.430	11.288.595	8.652.555	7.696.358	8.354.231	9.775.327	10.929.843	13.929.821	11.648.404	9.966.580	55.366	600.135	890.087	2.492.066	291.707							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	1x	FORECAST 3+9															55.366	600.135	890.087									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	1x	FORECAST 4+8															55.366	600.135	890.087	2.492.066								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	2 a 6x	ACTUAL			1.967.435	3.083.111	4.183.142	6.068.107	6.738.257	5.764.959	5.834.209	9.557.554	12.282.817	13.596.736	18.084.564	13.895.732	208.634	1.140.283	4.082.764	8.597.238	2.465.920							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	2 a 6x	FORECAST 3+9															208.634	1.140.283	4.082.764									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	2 a 6x	FORECAST 4+8															208.634	1.140.283	4.082.764	8.597.238								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	7 a 12x	ACTUAL			87.530	141.133	542.491	1.512.930	2.538.960	2.503.700	3.234.140	5.146.702	6.692.812	7.888.108	9.304.382	7.367.609	258.908	522.607	988.239	1.759.766	278.507							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	7 a 12x	FORECAST 3+9															258.908	522.607	988.239									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	7 a 12x	FORECAST 4+8															258.908	522.607	988.239	1.759.766								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	Maior que 12x	ACTUAL												1.892	5.085	4.864	33.668	7.145										
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	Maior que 12x	FORECAST 3+9															33.668	7.145										
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	credit_card	Maior que 12x	FORECAST 4+8															33.668	7.145										
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	debit_card	-	ACTUAL										1																
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	digital_currency	-	ACTUAL					222		7.857	8.020	5.321	5.167	5.369	10.813	11.900	17.822		9.463	3.073	2.295								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	digital_currency	-	FORECAST 3+9																9.463	3.073									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	digital_currency	-	FORECAST 4+8																9.463	3.073	2.295								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	prepaid_card	-	ACTUAL																		15.665	1.979							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	prepaid_card	-	FORECAST 4+8																		15.665								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	ticket	-	ACTUAL			32.627	67.465	226.256	561.860	1.064.470	1.263.228	1.375.765	1.256.367	1.235.300	1.477.082	1.358.214	1.116.551	65.165	223.517	201.116	153.031.969	5.436.486							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	ticket	-	FORECAST 3+9															65.165	223.517	201.116									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	AQUISICAO	ticket	-	FORECAST 4+8															65.165	223.517	201.116	153.031.969								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	account_money	-	ACTUAL			83.652.852	74.127.051	81.725.330	82.804.861	86.754.567	86.013.753	92.239.722	91.828.248	90.316.178	91.078.530	90.985.073	96.224.676	98.373.212	91.068.372	100.673.375	100.240.050	9.698.243							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	account_money	-	FORECAST 3+9															98.373.212	91.068.372	100.673.375									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	account_money	-	FORECAST 4+8															98.373.212	91.068.372	100.673.375	100.240.050								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	bank_transfer	-	ACTUAL			1.410.933.127	1.250.273.848	1.248.647.712	1.162.608.776	1.258.884.870	1.197.658.162	1.287.575.233	1.193.059.309	1.159.882.724	1.105.683.088	1.406.193.233	1.169.255.263	1.310.944.403	1.160.258.766	1.283.943.129	1.280.470.516	94.205.545							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	bank_transfer	-	FORECAST 3+9															1.310.944.403	1.160.258.766	1.283.943.129									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	bank_transfer	-	FORECAST 4+8															1.310.944.403	1.160.258.766	1.283.943.129	1.280.470.516								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	1x	ACTUAL			852.574.248	824.414.335	756.825.664	733.233.723	747.897.024	759.245.319	719.996.407	711.503.940	704.618.877	701.330.386	730.331.668	789.613.456	731.248.325	652.677.900	715.315.606	674.610.877	53.205.049							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	1x	FORECAST 3+9															731.248.325	652.677.900	715.315.606									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	1x	FORECAST 4+8															731.248.325	652.677.900	715.315.606	674.610.877								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	2 a 6x	ACTUAL			494.935.503	515.422.240	457.449.606	451.841.130	449.668.345	394.832.239	462.908.057	421.165.925	425.797.588	365.498.942	427.197.645	318.378.288	683.914.610	426.925.382	546.464.470	469.063.748	34.629.369							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	2 a 6x	FORECAST 3+9															683.914.610	426.925.382	546.464.470									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	2 a 6x	FORECAST 4+8															683.914.610	426.925.382	546.464.470	469.063.748								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	7 a 12x	ACTUAL			423.341.788	421.934.433	414.764.753	356.015.078	353.559.613	337.452.554	326.998.356	354.373.479	350.428.738	334.719.902	465.643.028	291.706.160	380.820.950	308.034.921	389.680.588	293.962.684	21.679.469							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	7 a 12x	FORECAST 3+9															380.820.950	308.034.921	389.680.588									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	7 a 12x	FORECAST 4+8															380.820.950	308.034.921	389.680.588	293.962.684								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	Maior que 12x	ACTUAL			50.374.631	39.828.542	37.047.546	24.162.515	34.722.592	40.878.956	44.102.181	42.630.248	44.530.622	39.245.377	79.419.836	33.757.010	24.926.778	37.896.480	68.385.902	45.017.677	4.083.092							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	Maior que 12x	FORECAST 3+9															24.926.778	37.896.480	68.385.902									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	credit_card	Maior que 12x	FORECAST 4+8															24.926.778	37.896.480	68.385.902	45.017.677								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	debit_card	-	ACTUAL			2.660	3.902	2.790	5.733	5.973	23.179	9.394	29.746	913	1.437	1.067	6.840	5.698	14.048	31.386	64.960	117							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	debit_card	-	FORECAST 3+9															5.698	14.048	31.386									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	debit_card	-	FORECAST 4+8															5.698	14.048	31.386	64.960								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	digital_currency	-	ACTUAL			2.155.451	1.521.464	1.780.196	1.644.690	1.922.632	1.614.577	1.545.794	1.477.632	1.195.061	1.137.843	1.409.702	940.296	1.147.841	916.115	1.041.490	939.435	89.275							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	digital_currency	-	FORECAST 3+9															1.147.841	916.115	1.041.490									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	digital_currency	-	FORECAST 4+8															1.147.841	916.115	1.041.490	939.435								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	prepaid_card	-	ACTUAL																		3.162.203	540.043							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	prepaid_card	-	FORECAST 4+8																		3.162.203								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	ticket	-	ACTUAL			54.056.281	54.017.610	51.793.614	49.934.576	53.473.575	57.167.530	58.411.832	56.458.342	66.055.242	56.470.535	54.208.434	49.892.112	56.722.941	50.600.031	58.681.019	417.261.463	8.774.036							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	ticket	-	FORECAST 3+9															56.722.941	50.600.031	58.681.019									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS FARMING	LEGADO	ticket	-	FORECAST 4+8															56.722.941	50.600.031	58.681.019	417.261.463								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	account_money	-	ACTUAL			148	24.941	149.188	132.978	239.054	389.543	463.516	310.461	265.492	171.931	181.907	281.477	2	55.606	50.559	18.149	3.776							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	account_money	-	FORECAST 3+9															2	55.606	50.559									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	account_money	-	FORECAST 4+8															2	55.606	50.559	18.149								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	bank_transfer	-	ACTUAL			1.236.733	2.554.321	10.053.384	19.680.710	34.794.300	41.489.185	53.443.009	62.978.368	61.852.236	68.133.823	89.135.711	86.078.039	3.535.419	17.621.147	36.051.067	34.692.900	3.064.342							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	bank_transfer	-	FORECAST 3+9															3.535.419	17.621.147	36.051.067									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	bank_transfer	-	FORECAST 4+8															3.535.419	17.621.147	36.051.067	34.692.900								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	1x	ACTUAL			647.400	2.940.323	6.931.387	6.733.017	8.804.898	11.066.053	15.151.290	19.955.795	32.836.532	30.506.494	43.404.491	31.170.291	499.097	2.743.202	11.052.911	16.053.152	1.468.402							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	1x	FORECAST 3+9															499.097	2.743.202	11.052.911									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	1x	FORECAST 4+8															499.097	2.743.202	11.052.911	16.053.152								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	2 a 6x	ACTUAL			1.218.353	4.954.966	13.547.470	17.548.503	23.493.038	40.301.634	39.159.386	54.111.963	55.947.802	57.520.561	95.134.656	58.134.696	1.584.787	10.503.949	21.657.388	23.823.796	2.663.622							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	2 a 6x	FORECAST 3+9															1.584.787	10.503.949	21.657.388									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	2 a 6x	FORECAST 4+8															1.584.787	10.503.949	21.657.388	23.823.796								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	7 a 12x	ACTUAL			767.729	5.101.336	5.337.731	5.706.905	12.985.964	16.478.976	17.233.048	27.058.066	33.326.624	27.580.388	48.975.938	24.812.550	2.236.869	7.380.839	17.350.237	20.967.328	1.389.448							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	7 a 12x	FORECAST 3+9															2.236.869	7.380.839	17.350.237									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	7 a 12x	FORECAST 4+8															2.236.869	7.380.839	17.350.237	20.967.328								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	Maior que 12x	ACTUAL						28.671	41.884	66.040	74.390	82.576	98.502	314.969	344.635	202.498		55.658	661.990	723.179	96.897							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	Maior que 12x	FORECAST 3+9																55.658	661.990									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	credit_card	Maior que 12x	FORECAST 4+8																55.658	661.990	723.179								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	debit_card	-	ACTUAL						363	653	661	28	20		420					2.224	6.430								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	debit_card	-	FORECAST 3+9																	2.224									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	debit_card	-	FORECAST 4+8																	2.224	6.430								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	digital_currency	-	ACTUAL				8.455	6.796	13.384	19.039	15.692	23.403	31.631	17.870	37.557	65.112	23.602	669	9.453	5.614	4.886	520							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	digital_currency	-	FORECAST 3+9															669	9.453	5.614									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	digital_currency	-	FORECAST 4+8															669	9.453	5.614	4.886								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	prepaid_card	-	ACTUAL																		132.288	19.173							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	prepaid_card	-	FORECAST 4+8																		132.288								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	ticket	-	ACTUAL			1.185	40.657	45.272	136.288	534.126	1.130.844	1.464.924	1.827.227	2.240.329	2.596.863	2.367.894	2.436.972	18.110	177.412	749.329	447.305	2.901							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	ticket	-	FORECAST 3+9															18.110	177.412	749.329									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	AQUISICAO	ticket	-	FORECAST 4+8															18.110	177.412	749.329	447.305								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	account_money	-	ACTUAL			1.875.382	2.068.842	2.639.356	3.095.727	3.012.692	3.207.022	3.580.642	3.521.020	3.604.695	3.134.635	2.653.065	2.170.707	82.714	66.654	143.225	240.475	36.784							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	account_money	-	FORECAST 3+9															82.714	66.654	143.225									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	account_money	-	FORECAST 4+8															82.714	66.654	143.225	240.475								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	bank_transfer	-	ACTUAL			89.439.648	67.146.420	62.099.428	70.949.567	89.960.116	111.866.999	123.014.321	142.900.720	147.980.489	105.461.415	125.633.780	100.485.095	7.121.190	8.233.814	13.404.933	12.747.324	1.398.578							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	bank_transfer	-	FORECAST 3+9															7.121.190	8.233.814	13.404.933									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	bank_transfer	-	FORECAST 4+8															7.121.190	8.233.814	13.404.933	12.747.324								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	1x	ACTUAL			31.164.585	17.151.809	22.919.750	24.523.166	35.638.874	22.327.416	19.690.127	17.895.637	19.675.688	18.857.415	21.593.188	11.384.233	1.542.391	1.570.161	2.631.072	2.796.515	228.777							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	1x	FORECAST 3+9															1.542.391	1.570.161	2.631.072									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	1x	FORECAST 4+8															1.542.391	1.570.161	2.631.072	2.796.515								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	2 a 6x	ACTUAL			51.738.250	28.552.109	36.683.165	36.538.980	42.680.230	54.853.914	62.410.656	70.994.064	74.307.134	76.664.556	104.092.597	61.458.369	6.851.336	7.659.011	11.195.941	13.308.862	1.057.801							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	2 a 6x	FORECAST 3+9															6.851.336	7.659.011	11.195.941									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	2 a 6x	FORECAST 4+8															6.851.336	7.659.011	11.195.941	13.308.862								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	7 a 12x	ACTUAL			38.936.010	26.366.375	34.345.744	30.623.735	40.674.834	37.568.103	33.448.413	21.837.692	24.085.889	27.104.651	36.131.462	18.559.624	6.260.163	6.777.057	9.763.634	8.687.069	566.962							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	7 a 12x	FORECAST 3+9															6.260.163	6.777.057	9.763.634									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	7 a 12x	FORECAST 4+8															6.260.163	6.777.057	9.763.634	8.687.069								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	Maior que 12x	ACTUAL					15.283	56.654	51.036	163.836	238.815	226.815	335.159	235.565	428.815	269.491	70.773	101.150	191.709	174.025	9.487							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	Maior que 12x	FORECAST 3+9															70.773	101.150	191.709									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	credit_card	Maior que 12x	FORECAST 4+8															70.773	101.150	191.709	174.025								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	debit_card	-	ACTUAL			281	447	965	770	594	2.825	1.083	232	351	464	405	435		36	28									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	debit_card	-	FORECAST 3+9																36	28									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	debit_card	-	FORECAST 4+8																36	28									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	digital_currency	-	ACTUAL			22.326	32.503	21.957	68.965	49.404	45.890	65.611	34.670	49.748	40.669	72.873	83.599	7.282	9.523	10.889	15.511	8.714							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	digital_currency	-	FORECAST 3+9															7.282	9.523	10.889									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	digital_currency	-	FORECAST 4+8															7.282	9.523	10.889	15.511								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	prepaid_card	-	ACTUAL																		5.243	1.329							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	prepaid_card	-	FORECAST 4+8																		5.243								
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	ticket	-	ACTUAL			1.715.118	1.664.325	1.278.337	1.395.941	1.196.259	1.076.030	1.619.640	1.536.219	1.467.586	1.539.925	1.334.063	1.257.222	203.015	299.700	266.914	280.989	3.204							
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	ticket	-	FORECAST 3+9															203.015	299.700	266.914									
ONLINE PAYMENTS	BIG SELLERS	CHECKOUT	BS HUNTING	LEGADO	ticket	-	FORECAST 4+8															203.015	299.700	266.914	280.989								
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	account_money	-	ACTUAL				10		540	1.418	574	3.073	1.633	1.743	1.952	1.334					10								
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	account_money	-	FORECAST 4+8																		10								
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	bank_transfer	-	ACTUAL				1.320		220	3.708	1.502		10	130	370	482	378	444		3.092	477								
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	bank_transfer	-	FORECAST 3+9															444		3.092									
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	bank_transfer	-	FORECAST 4+8															444		3.092	477								
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	credit_card	1x	ACTUAL			2.231	1.281	4.033	29.827	36.755	23.205	59.961	35.779	37.558	46.182	213.182	12.633	3.574	2.912	50.792	8.237	174							
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	credit_card	1x	FORECAST 3+9															3.574	2.912	50.792									
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	credit_card	1x	FORECAST 4+8															3.574	2.912	50.792	8.237								
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	credit_card	2 a 6x	ACTUAL			11.366	13.960	100.119	237.081	313.326	247.876	286.829	309.998	329.180	444.003	484.194	29.439	23.997	74.158	128.545	109.372	2.853							
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	credit_card	2 a 6x	FORECAST 3+9															23.997	74.158	128.545									
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	credit_card	2 a 6x	FORECAST 4+8															23.997	74.158	128.545	109.372								
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	credit_card	7 a 12x	ACTUAL			29.534	67.569	120.687	101.813	399.991	392.353	114.726	111.584	240.854	252.782	101.874	74.532	46.486	104.299	271.825	170.173	3.769							
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	credit_card	7 a 12x	FORECAST 3+9															46.486	104.299	271.825									
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	credit_card	7 a 12x	FORECAST 4+8															46.486	104.299	271.825	170.173								
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	digital_currency	-	ACTUAL				255		562	591	2.037	2.226	1.153	2.265	1.202	1.448			1.000	600									
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	digital_currency	-	FORECAST 3+9																1.000	600									
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	digital_currency	-	FORECAST 4+8																1.000	600									
ONLINE PAYMENTS	BIG SELLERS	LINK		AQUISICAO	ticket	-	ACTUAL						42						131														
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	account_money	-	ACTUAL			1.200	499	10.523	539	1.824	1.074		3.397	3.176	100	550	3.205												
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	bank_transfer	-	ACTUAL			11.019	1.399	33.575	7.496	3.821	9.896	6.224	32.721	5.665	7.800	10.417	9.515												
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	credit_card	1x	ACTUAL			18.601	19.316	31.953	23.943	33.378	9.658	13.695	29.706	19.742	24.999	17.563	18.846			12.420	1.040								
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	credit_card	1x	FORECAST 3+9																	12.420									
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	credit_card	1x	FORECAST 4+8																	12.420	1.040								
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	credit_card	2 a 6x	ACTUAL			153.744	174.675	189.203	188.931	180.980	145.522	100.243	212.781	163.641	194.387	216.172	109.720		1.185		7.000								
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	credit_card	2 a 6x	FORECAST 3+9																1.185										
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	credit_card	2 a 6x	FORECAST 4+8																1.185		7.000								
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	credit_card	7 a 12x	ACTUAL			616.611	591.349	681.981	694.101	696.864	534.432	540.037	885.173	702.155	798.922	810.911	596.280	30.970	31.470	39.960	13.980								
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	credit_card	7 a 12x	FORECAST 3+9															30.970	31.470	39.960									
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	credit_card	7 a 12x	FORECAST 4+8															30.970	31.470	39.960	13.980								
ONLINE PAYMENTS	BIG SELLERS	LINK		LEGADO	digital_currency	-	ACTUAL				1.784	220	233	130	1.099				2.198														
ONLINE PAYMENTS	BIG SELLERS	LINK	BS FARMING	AQUISICAO	account_money	-	ACTUAL			495	319	1.350	9.738	23.946	15.368	71.778	76.152	45.603	44.164	132.074	114.299	17	1.629	8.328	2.394	359							
ONLINE PAYMENTS	BIG SELLERS	LINK	BS FARMING	AQUISICAO	account_money	-	FORECAST 3+9															17	1.629	8.328									
ONLINE PAYMENTS	BIG SELLERS	LINK	BS FARMING	AQUISICAO	account_money	-	FORECAST 4+8															17	1.629	8.328	2.394								
ONLINE PAYMENTS	BIG SELLERS	LINK	BS FARMING	AQUISICAO	bank_transfer	-	ACTUAL			1.182	2.665	6.417	56.772	70.761	104.792	115.049	112.211	126.986	254.477	376.579	346.273	8.228	15.500	29.877	29.887	38							
ONLINE PAYMENTS	BIG SELLERS	LINK	BS FARMING	AQUISICAO	bank_transfer	-	FORECAST 3+9															8.228	15.500	29.877									
ONLINE PAYMENTS	BIG SELLERS	LINK	BS FARMING	AQUISICAO	bank_transfer	-	FORECAST 4+8															8.228	15.500	29.877	29.887								
