SUM de VALUE_AMOUNT										YEARMONTH_ID																							
BU	SEGMENT_DESC	PRODUCT_DESC	BALANCE_SHEET_PORTFOLIO_DESC	PORTFOLIO_DESC	PAYMENT_METHOD_DESC	INSTALLMENT_NUMBER_AGROUP	VERSION_DESC	DEVICE_TAP_TYPE	CHANNEL_DESC	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	1x	FORECAST 3+9	TTP	TTP																447.725.034	477.829.266	460.110.299	473.001.708	473.456.468	462.447.137	465.981.851	474.558.546	493.862.599
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	1x	FORECAST 4+8	TTP	TTP																	505.326.077	493.534.906	511.986.678	507.903.214	493.747.963	495.461.016	506.967.893	530.097.426
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	1x	PLANO V5	TTP	TTP													443.533.265	439.672.424	478.989.113	453.913.820	471.203.673	440.660.560	453.056.855	450.141.721	435.619.944	441.015.048	452.675.136	466.623.383
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	2 a 6x	FORECAST 3+9	TTP	TTP																341.075.204	364.008.492	350.510.252	360.330.878	360.677.311	352.290.446	354.983.177	361.516.871	376.222.624
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	2 a 6x	FORECAST 4+8	TTP	TTP																	380.227.930	371.355.773	385.239.637	382.167.073	371.516.086	372.805.056	381.463.300	398.866.903
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	2 a 6x	PLANO V5	TTP	TTP													310.083.344	326.555.175	347.184.509	329.706.913	340.089.094	326.173.395	331.458.003	330.312.677	321.247.364	324.707.869	334.730.876	358.275.941
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	7 a 12x	FORECAST 3+9	TTP	TTP																284.294.386	303.409.833	292.158.725	300.344.453	300.633.214	293.642.560	295.887.016	301.333.007	313.590.606
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	7 a 12x	FORECAST 4+8	TTP	TTP																	319.713.976	312.253.837	323.928.061	321.344.500	312.388.637	313.472.465	320.752.734	335.386.522
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	7 a 12x	PLANO V5	TTP	TTP													265.560.736	246.001.511	266.592.626	259.582.861	261.681.009	252.550.542	255.765.602	252.806.955	245.747.839	247.601.537	252.948.196	269.942.901
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	Maior que 12x	FORECAST 3+9	TTP	TTP																148.798	158.803	152.914	157.198	157.349	153.691	154.865	157.716	164.131
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	Maior que 12x	FORECAST 4+8	TTP	TTP																	4.194.681	4.096.803	4.249.970	4.216.073	4.098.571	4.112.792	4.208.309	4.400.306
POINT	LONGTAIL	TTP	-	LEGADO	credit_card	Maior que 12x	PLANO V5	TTP	TTP													0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	TTP	-	LEGADO	debit_card	-	FORECAST 3+9	TTP	TTP																96.693.834	103.195.355	99.368.643	102.152.762	102.250.975	99.873.323	100.636.705	102.488.988	106.658.026
POINT	LONGTAIL	TTP	-	LEGADO	debit_card	-	FORECAST 4+8	TTP	TTP																	110.552.852	107.973.236	112.010.027	111.116.666	108.019.847	108.394.621	110.912.041	115.972.211
POINT	LONGTAIL	TTP	-	LEGADO	debit_card	-	PLANO V5	TTP	TTP													97.586.563	96.840.244	104.498.884	99.810.413	102.663.547	97.518.469	99.515.846	98.853.336	95.919.962	96.941.594	99.528.179	104.742.304
POINT	LONGTAIL	TTP	-	LEGADO	digital_currency	-	FORECAST 3+9	TTP	TTP																0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	TTP	-	LEGADO	digital_currency	-	FORECAST 4+8	TTP	TTP																	0	0	0	0	0	0	0	0
POINT	LONGTAIL	TTP	-	LEGADO	digital_currency	-	PLANO V5	TTP	TTP													0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	TTP	-	LEGADO	others	-	FORECAST 4+8	TTP	TTP																	1.050.410	1.025.900	1.064.255	1.055.767	1.026.343	1.029.904	1.053.823	1.101.902
POINT	LONGTAIL	TTP	-	LEGADO	ticket	-	FORECAST 3+9	TTP	TTP																0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	TTP	-	LEGADO	ticket	-	FORECAST 4+8	TTP	TTP																	0	0	0	0	0	0	0	0
POINT	LONGTAIL	TTP	-	LEGADO	ticket	-	PLANO V5	TTP	TTP													0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB				credit_card	1x	ACTUAL	TTP																		1.900							
POINT	SMB				credit_card	2 a 6x	ACTUAL	Device																		2.000							
POINT	SMB			AQUISICAO	credit_card	1x	ACTUAL					2.508		19.074				4.058	10.402	11.512	15.147			9.033	5.000	689							
POINT	SMB			AQUISICAO	credit_card	1x			APP											1.370													
POINT	SMB			AQUISICAO	credit_card	1x			FDV-P						5.248	8.463	9.483	3.898															
POINT	SMB			AQUISICAO	credit_card	1x			TTP	9.861	7.825	8.450	7.119	17.274	20.289	11.873	4.894	36.700	37.559	54.885	27.008	7.601	24.688	19.361	24.922	192							
POINT	SMB			AQUISICAO	credit_card	1x		Device			4.736	5.189	3.183	393	865	1.020	913	386				54				613							
POINT	SMB			AQUISICAO	credit_card	1x			APP	4.135.014	12.968.125	23.391.203	26.518.867	37.793.868	42.425.401	52.503.922	57.526.115	62.739.475	74.079.178	81.339.223	95.696.168	7.859.357	20.945.801	37.397.673	49.328.185	3.143.134							
POINT	SMB			AQUISICAO	credit_card	1x			BIG SELLERS	2.363	21.465	17.783	27.904	89.892	64.047	73.579	92.457	255.237	601.558	1.193.504	1.554.048	56.484	434.819	606.398	886.935	79.922							
POINT	SMB			AQUISICAO	credit_card	1x			BIGSELLER FARMING											8.937	11.371	1.357	11.270	51.379	54.579	1.349							
POINT	SMB			AQUISICAO	credit_card	1x			FDV-P	5.501.199	23.121.905	47.308.090	69.738.586	106.356.754	132.622.716	168.954.353	201.297.318	219.851.089	250.237.893	279.933.867	335.404.407	16.632.132	54.124.820	101.418.583	132.786.996	7.858.493							
POINT	SMB			AQUISICAO	credit_card	1x			FDV-T	4.736.669	13.075.840	23.137.457	28.590.468	39.665.050	46.203.574	54.388.690	63.042.125	65.725.673	74.505.420	80.609.663	93.638.161	3.154.212	11.488.230	19.319.424	25.093.885	1.395.583							
POINT	SMB			AQUISICAO	credit_card	1x			LANDING	2.304.094	5.730.925	11.056.637	12.963.769	19.321.021	22.738.047	27.903.542	32.691.806	34.299.619	40.974.592	45.803.518	53.999.912	2.728.708	8.311.882	14.819.601	19.370.236	1.252.052							
POINT	SMB			AQUISICAO	credit_card	1x			MGM	2.862.081	7.709.111	14.823.793	18.225.060	24.059.300	27.522.525	33.457.125	40.081.045	44.345.339	50.095.629	52.424.536	58.699.568	3.187.710	8.529.614	14.303.198	18.172.449	1.111.079							
POINT	SMB			AQUISICAO	credit_card	1x			Others	2.073.070	6.088.776	11.196.839	14.502.270	17.914.538	20.589.843	24.718.372	29.532.973	31.634.766	37.597.067	43.232.956	49.633.952	2.592.094	8.457.750	14.274.224	16.892.560	1.401.862							
POINT	SMB			AQUISICAO	credit_card	1x			RESELLERS	5.081.497	12.656.670	22.446.832	26.260.351	35.056.373	41.459.860	51.570.598	59.259.341	62.760.110	68.604.548	74.897.084	81.939.752	5.134.694	14.165.029	23.062.237	29.488.284	2.127.404							
POINT	SMB			AQUISICAO	credit_card	1x			TELESALES	1.456.910	4.930.652	9.887.952	12.107.838	16.174.339	17.702.597	21.416.284	24.927.291	26.963.121	30.140.426	32.265.874	33.571.198	1.560.019	4.673.833	8.220.089	9.648.912	555.605							
POINT	SMB			AQUISICAO	credit_card	1x			TO	3.594.435	9.878.859	19.118.335	20.789.180	28.143.670	33.712.013	40.559.592	47.149.914	52.346.728	58.830.101	65.295.297	74.461.306	3.609.018	13.666.722	24.734.727	29.635.238	2.091.821							
POINT	SMB			AQUISICAO	credit_card	1x		TTP	TTP	3.689.215	10.627.513	18.360.184	21.718.223	35.480.953	49.096.689	67.978.612	78.884.996	89.378.932	104.879.041	115.248.212	126.093.246	14.719.650	31.695.903	56.752.857	65.086.093	2.221.846							
POINT	SMB			AQUISICAO	credit_card	1x	FORECAST 3+9																	9.033									
POINT	SMB			AQUISICAO	credit_card	1x			TTP													7.601	24.688	19.361									
POINT	SMB			AQUISICAO	credit_card	1x		Device														54											
POINT	SMB			AQUISICAO	credit_card	1x			APP													7.859.357	20.945.801	37.397.673									
POINT	SMB			AQUISICAO	credit_card	1x			BIG SELLERS													56.484	434.819	606.398									
POINT	SMB			AQUISICAO	credit_card	1x			BIGSELLER FARMING													1.357	11.270	51.379									
POINT	SMB			AQUISICAO	credit_card	1x			FDV-P													16.632.132	54.124.820	101.418.583									
POINT	SMB			AQUISICAO	credit_card	1x			FDV-T													3.154.212	11.488.230	19.319.424									
POINT	SMB			AQUISICAO	credit_card	1x			LANDING													2.728.708	8.311.882	14.819.601									
POINT	SMB			AQUISICAO	credit_card	1x			MGM													3.187.710	8.529.614	14.303.198									
POINT	SMB			AQUISICAO	credit_card	1x			Others													2.592.094	8.457.750	14.274.224									
POINT	SMB			AQUISICAO	credit_card	1x			RESELLERS													5.134.694	14.165.029	23.062.237									
POINT	SMB			AQUISICAO	credit_card	1x			TELESALES													1.560.019	4.673.833	8.220.089									
POINT	SMB			AQUISICAO	credit_card	1x			TO													3.609.018	13.666.722	24.734.727									
POINT	SMB			AQUISICAO	credit_card	1x		TTP	TTP													14.719.650	31.695.903	56.752.857									
POINT	SMB			AQUISICAO	credit_card	1x	FORECAST 4+8																	9.033	5.000								
POINT	SMB			AQUISICAO	credit_card	1x			TTP													7.601	24.688	19.361	24.922								
POINT	SMB			AQUISICAO	credit_card	1x		Device														54											
POINT	SMB			AQUISICAO	credit_card	1x			APP													7.859.357	20.945.801	37.397.673	49.328.185								
POINT	SMB			AQUISICAO	credit_card	1x			BIG SELLERS													56.484	434.819	606.398	886.935								
POINT	SMB			AQUISICAO	credit_card	1x			BIGSELLER FARMING													1.357	11.270	51.379	54.579								
POINT	SMB			AQUISICAO	credit_card	1x			FDV-P													16.632.132	54.124.820	101.418.583	132.786.996								
POINT	SMB			AQUISICAO	credit_card	1x			FDV-T													3.154.212	11.488.230	19.319.424	25.093.885								
POINT	SMB			AQUISICAO	credit_card	1x			LANDING													2.728.708	8.311.882	14.819.601	19.370.236								
POINT	SMB			AQUISICAO	credit_card	1x			MGM													3.187.710	8.529.614	14.303.198	18.172.449								
POINT	SMB			AQUISICAO	credit_card	1x			Others													2.592.094	8.457.750	14.274.224	16.892.560								
POINT	SMB			AQUISICAO	credit_card	1x			RESELLERS													5.134.694	14.165.029	23.062.237	29.488.284								
POINT	SMB			AQUISICAO	credit_card	1x			TELESALES													1.560.019	4.673.833	8.220.089	9.648.912								
POINT	SMB			AQUISICAO	credit_card	1x			TO													3.609.018	13.666.722	24.734.727	29.635.238								
POINT	SMB			AQUISICAO	credit_card	1x		TTP	TTP													14.719.650	31.695.903	56.752.857	65.086.093								
POINT	SMB			AQUISICAO	credit_card	2 a 6x	ACTUAL					5.816								14.805	16.204												
POINT	SMB			AQUISICAO	credit_card	2 a 6x			APP											10.475													
POINT	SMB			AQUISICAO	credit_card	2 a 6x			TTP				140	5.958	1.116	7.040	7.792	5.415	7.970	3.666	54.665	2.519	2.445	11.925	10.820								
POINT	SMB			AQUISICAO	credit_card	2 a 6x		Device					1.036		234	480	740									150							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			APP	2.469.051	6.882.247	11.849.426	14.023.153	20.523.818	23.726.646	29.185.482	33.144.721	36.793.358	42.722.656	46.056.352	55.434.357	4.561.234	12.061.519	22.670.570	28.261.810	767.729							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			BIG SELLERS	22.516	48.249	52.361	63.410	99.974	133.216	132.512	149.834	246.758	467.114	718.373	1.002.814	33.601	164.333	174.697	532.415	46.838							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			BIGSELLER FARMING											52.827	4.752	900	235	7.374	29.062								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			FDV-P	7.322.455	26.821.885	49.183.266	83.478.358	134.058.630	167.642.054	221.873.548	262.901.949	287.771.933	337.403.773	364.111.904	445.207.662	24.215.835	72.303.643	148.660.456	192.461.437	5.131.712							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			FDV-T	2.269.408	7.943.791	13.158.507	19.462.260	29.040.462	36.576.549	45.653.410	52.536.647	56.328.906	65.742.621	67.960.731	90.829.210	2.912.012	9.241.686	18.883.676	23.840.223	712.122							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			LANDING	945.988	3.105.881	5.279.202	6.573.868	8.717.541	9.891.902	12.527.303	14.744.966	15.973.571	18.584.423	20.853.718	24.911.192	1.473.685	4.100.219	7.157.095	8.880.010	240.456							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			MGM	1.218.429	3.803.852	6.215.687	7.504.364	10.573.106	12.521.855	15.482.707	17.594.795	21.267.980	24.953.728	23.483.765	27.433.171	1.599.761	3.869.912	7.985.225	9.388.281	221.575							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			Others	646.255	2.203.776	3.388.081	4.361.301	5.693.697	6.873.118	8.968.488	9.757.120	10.532.343	12.589.977	14.004.663	17.313.720	843.136	2.673.578	4.914.580	5.877.827	239.114							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			RESELLERS	2.157.033	4.913.781	8.450.637	9.554.759	14.955.323	16.628.514	21.197.879	22.946.676	24.559.096	27.603.125	28.511.368	32.934.534	2.581.080	6.402.525	10.519.799	12.155.427	489.296							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			TELESALES	972.346	2.833.646	4.798.827	5.996.895	8.315.117	9.308.865	12.115.581	13.441.060	14.446.875	16.924.968	17.440.179	19.317.277	1.671.537	2.896.610	5.016.214	5.379.738	142.636							
POINT	SMB			AQUISICAO	credit_card	2 a 6x			TO	1.367.526	4.059.335	5.848.826	7.862.784	10.571.388	12.755.908	16.451.861	19.133.733	21.933.963	23.842.033	24.267.314	30.729.696	2.046.718	5.975.590	11.920.386	13.052.265	682.456							
POINT	SMB			AQUISICAO	credit_card	2 a 6x		TTP	TTP	1.567.906	2.874.033	4.820.100	5.465.548	10.081.555	16.334.665	23.440.097	25.165.522	30.469.479	37.754.310	43.296.857	46.529.444	8.046.925	15.316.338	24.366.434	30.313.267	635.117							
POINT	SMB			AQUISICAO	credit_card	2 a 6x	FORECAST 3+9		TTP													2.519	2.445	11.925									
POINT	SMB			AQUISICAO	credit_card	2 a 6x		Device	APP													4.561.234	12.061.519	22.670.570									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			BIG SELLERS													33.601	164.333	174.697									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			BIGSELLER FARMING													900	235	7.374									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			FDV-P													24.215.835	72.303.643	148.660.456									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			FDV-T													2.912.012	9.241.686	18.883.676									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			LANDING													1.473.685	4.100.219	7.157.095									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			MGM													1.599.761	3.869.912	7.985.225									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			Others													843.136	2.673.578	4.914.580									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			RESELLERS													2.581.080	6.402.525	10.519.799									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			TELESALES													1.671.537	2.896.610	5.016.214									
POINT	SMB			AQUISICAO	credit_card	2 a 6x			TO													2.046.718	5.975.590	11.920.386									
POINT	SMB			AQUISICAO	credit_card	2 a 6x		TTP	TTP													8.046.925	15.316.338	24.366.434									
POINT	SMB			AQUISICAO	credit_card	2 a 6x	FORECAST 4+8		TTP													2.519	2.445	11.925	10.820								
POINT	SMB			AQUISICAO	credit_card	2 a 6x		Device	APP													4.561.234	12.061.519	22.670.570	28.261.810								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			BIG SELLERS													33.601	164.333	174.697	532.415								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			BIGSELLER FARMING													900	235	7.374	29.062								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			FDV-P													24.215.835	72.303.643	148.660.456	192.461.437								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			FDV-T													2.912.012	9.241.686	18.883.676	23.840.223								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			LANDING													1.473.685	4.100.219	7.157.095	8.880.010								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			MGM													1.599.761	3.869.912	7.985.225	9.388.281								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			Others													843.136	2.673.578	4.914.580	5.877.827								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			RESELLERS													2.581.080	6.402.525	10.519.799	12.155.427								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			TELESALES													1.671.537	2.896.610	5.016.214	5.379.738								
POINT	SMB			AQUISICAO	credit_card	2 a 6x			TO													2.046.718	5.975.590	11.920.386	13.052.265								
POINT	SMB			AQUISICAO	credit_card	2 a 6x		TTP	TTP													8.046.925	15.316.338	24.366.434	30.313.267								
POINT	SMB			AQUISICAO	credit_card	7 a 12x	ACTUAL														2.450												
POINT	SMB			AQUISICAO	credit_card	7 a 12x			APP											25.000													
POINT	SMB			AQUISICAO	credit_card	7 a 12x			TTP					12.300	13.300	7.836	10.194	9.510	4.027	9.681	2.920	9.167	488	1.000	21.306								
POINT	SMB			AQUISICAO	credit_card	7 a 12x		Device	APP	1.691.975	4.873.208	7.800.725	8.900.012	12.283.171	12.032.389	14.528.760	14.515.784	18.398.148	20.682.345	23.210.420	25.877.752	3.893.830	8.527.503	14.895.992	17.210.491	499.328							
POINT	SMB			AQUISICAO	credit_card	7 a 12x			BIG SELLERS			2.600	18.236	15.939	17.062	30.340	44.715	117.874	282.941	462.112	973.811	43.030	341.523	274.909	372.886	28.864							
POINT	SMB			AQUISICAO	credit_card	7 a 12x			BIGSELLER FARMING															3.340	20.121								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			FDV-P	3.634.867	11.159.910	21.763.037	34.094.531	52.759.980	62.498.095	85.934.086	98.980.020	110.995.584	130.764.740	148.837.893	156.327.279	12.684.897	36.088.964	70.413.100	87.509.706	3.113.167							
POINT	SMB			AQUISICAO	credit_card	7 a 12x			FDV-T	1.078.952	3.941.045	6.050.393	8.377.742	11.822.964	13.537.009	20.290.011	22.446.215	23.514.713	28.447.956	29.419.476	32.913.138	2.158.000	4.900.870	9.552.126	11.320.555	331.750							
POINT	SMB			AQUISICAO	credit_card	7 a 12x			LANDING	963.024	2.029.222	3.537.347	4.684.718	5.138.742	5.045.767	7.999.675	7.958.232	8.219.291	8.838.053	10.486.813	10.624.663	1.408.051	3.028.181	5.357.523	5.408.502	145.315							
POINT	SMB			AQUISICAO	credit_card	7 a 12x			MGM	1.199.363	2.503.868	3.876.958	4.501.083	5.971.793	7.379.032	9.171.816	9.109.123	11.536.233	14.219.785	12.769.193	12.876.450	1.305.241	2.574.495	4.159.678	5.365.742	97.371							
POINT	SMB			AQUISICAO	credit_card	7 a 12x			Others	399.914	694.109	1.546.258	2.299.986	3.397.934	3.601.595	5.364.706	4.512.724	5.123.900	6.038.605	6.707.256	8.016.175	399.175	1.401.544	2.733.150	3.058.097	107.220							
POINT	SMB			AQUISICAO	credit_card	7 a 12x			RESELLERS	2.134.965	3.738.825	5.064.358	5.858.644	7.152.708	8.540.816	12.213.857	11.993.236	11.014.066	12.952.811	12.030.129	14.458.328	1.952.313	5.183.071	10.349.025	10.613.553	583.039							
POINT	SMB			AQUISICAO	credit_card	7 a 12x			TELESALES	737.899	2.675.407	3.932.921	4.606.206	5.130.061	5.382.476	6.374.977	6.941.439	8.494.443	8.513.826	9.591.051	10.201.017	2.248.020	2.352.678	3.891.312	3.712.849	62.239							
POINT	SMB			AQUISICAO	credit_card	7 a 12x			TO	1.010.948	2.243.546	3.484.189	4.593.362	5.451.171	7.997.549	10.794.331	10.495.993	13.576.989	12.287.097	11.167.988	13.059.872	1.602.242	3.844.719	6.028.991	7.267.601	474.413							
POINT	SMB			AQUISICAO	credit_card	7 a 12x		TTP	TTP	2.858.600	4.790.337	6.678.553	9.041.573	17.907.663	24.505.132	31.631.133	29.409.266	36.026.140	41.406.627	43.393.592	47.717.410	13.487.520	20.370.313	33.503.627	36.442.081	1.019.776							
POINT	SMB			AQUISICAO	credit_card	7 a 12x	FORECAST 3+9		TTP													9.167	488	1.000									
POINT	SMB			AQUISICAO	credit_card	7 a 12x		Device	APP													3.893.830	8.527.503	14.895.992									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			BIG SELLERS													43.030	341.523	274.909									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			BIGSELLER FARMING															3.340									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			FDV-P													12.684.897	36.088.964	70.413.100									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			FDV-T													2.158.000	4.900.870	9.552.126									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			LANDING													1.408.051	3.028.181	5.357.523									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			MGM													1.305.241	2.574.495	4.159.678									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			Others													399.175	1.401.544	2.733.150									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			RESELLERS													1.952.313	5.183.071	10.349.025									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			TELESALES													2.248.020	2.352.678	3.891.312									
POINT	SMB			AQUISICAO	credit_card	7 a 12x			TO													1.602.242	3.844.719	6.028.991									
POINT	SMB			AQUISICAO	credit_card	7 a 12x		TTP	TTP													13.487.520	20.370.313	33.503.627									
POINT	SMB			AQUISICAO	credit_card	7 a 12x	FORECAST 4+8		TTP													9.167	488	1.000	21.306								
POINT	SMB			AQUISICAO	credit_card	7 a 12x		Device	APP													3.893.830	8.527.503	14.895.992	17.210.491								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			BIG SELLERS													43.030	341.523	274.909	372.886								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			BIGSELLER FARMING															3.340	20.121								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			FDV-P													12.684.897	36.088.964	70.413.100	87.509.706								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			FDV-T													2.158.000	4.900.870	9.552.126	11.320.555								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			LANDING													1.408.051	3.028.181	5.357.523	5.408.502								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			MGM													1.305.241	2.574.495	4.159.678	5.365.742								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			Others													399.175	1.401.544	2.733.150	3.058.097								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			RESELLERS													1.952.313	5.183.071	10.349.025	10.613.553								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			TELESALES													2.248.020	2.352.678	3.891.312	3.712.849								
POINT	SMB			AQUISICAO	credit_card	7 a 12x			TO													1.602.242	3.844.719	6.028.991	7.267.601								
POINT	SMB			AQUISICAO	credit_card	7 a 12x		TTP	TTP													13.487.520	20.370.313	33.503.627	36.442.081								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x	ACTUAL	Device	APP					6.090	27.460	28.057	1.234.528	1.777.547	2.023.912	2.349.704	3.207.444	454.006	1.304.639	2.225.626	2.145.264	41.398							
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			BIG SELLERS										98.560	139.477	446.374	1.800	67.369	8.112	21.581								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			FDV-P		9.200	12.969	48.510	270.451	2.463.564	4.268.015	7.214.632	9.566.690	11.663.698	13.607.826	14.849.894	2.002.390	5.830.869	10.758.243	13.742.834	379.222							
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			FDV-T					36.613	24.500	184.185	622.577	1.299.026	1.451.596	1.928.524	1.549.801	197.201	353.790	1.207.094	1.216.222	30.306							
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			LANDING							24.754	646.398	795.376	1.027.851	1.012.685	1.141.645	150.584	422.997	468.163	611.151	3.928							
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			MGM						6.067	11.704	741.970	1.498.426	1.887.972	1.471.342	1.156.596	130.204	369.729	658.920	852.026	81.502							
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			Others					5.874	10.245	3.004	93.902	256.210	195.511	327.633	651.742	77.250	147.593	151.193	130.242								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			RESELLERS						2.198	104.965	767.965	1.022.437	1.376.534	1.065.870	1.206.709	160.383	388.141	676.661	898.169	69.719							
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			TELESALES							7.000	586.701	707.133	835.585	975.132	1.199.641	76.186	325.693	743.230	742.952	23.440							
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			TO							7.800	696.234	1.136.556	1.219.168	1.358.222	1.566.256	252.167	610.913	898.376	860.620	16.899							
POINT	SMB			AQUISICAO	credit_card	Maior que 12x		TTP	TTP											38.217				54.899	2.415.422	366.920							
POINT	SMB			AQUISICAO	credit_card	Maior que 12x	FORECAST 3+9	Device	APP													454.006	1.304.639	2.225.626									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			BIG SELLERS													1.800	67.369	8.112									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			FDV-P													2.002.390	5.830.869	10.758.243									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			FDV-T													197.201	353.790	1.207.094									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			LANDING													150.584	422.997	468.163									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			MGM													130.204	369.729	658.920									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			Others													77.250	147.593	151.193									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			RESELLERS													160.383	388.141	676.661									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			TELESALES													76.186	325.693	743.230									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			TO													252.167	610.913	898.376									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x		TTP	TTP															54.899									
POINT	SMB			AQUISICAO	credit_card	Maior que 12x	FORECAST 4+8	Device	APP													454.006	1.304.639	2.225.626	2.145.264								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			BIG SELLERS													1.800	67.369	8.112	21.581								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			FDV-P													2.002.390	5.830.869	10.758.243	13.742.834								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			FDV-T													197.201	353.790	1.207.094	1.216.222								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			LANDING													150.584	422.997	468.163	611.151								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			MGM													130.204	369.729	658.920	852.026								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			Others													77.250	147.593	151.193	130.242								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			RESELLERS													160.383	388.141	676.661	898.169								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			TELESALES													76.186	325.693	743.230	742.952								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x			TO													252.167	610.913	898.376	860.620								
POINT	SMB			AQUISICAO	credit_card	Maior que 12x		TTP	TTP															54.899	2.415.422								
POINT	SMB			AQUISICAO	debit_card	-	ACTUAL					3.041						16.903	36.099	40.794	36.532			31.141	16.644	1.343							
