BU	SEG_OFICIAL	CARTEIRA	PORTFOLIO	TOP_BS_OP	CANAL	PRODUTO	MEIO_PAGO	TIPO_CREDITO	PARCELA_AGROUP	P&L	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
POINT	SMB	-	AQUISICAO	-	MGM	POINT	credit_card	PCJ	7 a 12x	TPV	103.638,36	271.858,10	519.591,00	604.227,42	544.365,68	679.150,72	903.898,49	709.582,55	867.620,86	1.144.150,17	1.006.535,70	900.106,71	137.470,14	181.184,99	430.400,61	265.675,97	370.574,06	448.187,51	530.615,41	618.960,16	712.116,54	826.248,68	926.324,89	1.110.529,98
POINT	SMB	-	AQUISICAO	-	MGM	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	114.981,02	176.243,02	230.330,69	315.049,71	108.638,86	13.635,95	131.601,89	63.798,71	53.076,51	74.032,91	89.538,45	106.005,86	123.655,24	142.265,92	165.067,19	185.060,29	221.860,59
POINT	SMB	-	AQUISICAO	-	MGM	POINT	credit_card	PSJ	2 a 6x	TPV	629.350,54	2.462.786,12	3.873.202,04	4.953.350,68	7.581.510,37	8.914.106,46	10.991.334,11	13.241.977,12	16.102.705,10	18.976.246,09	17.859.881,79	21.339.531,05	910.078,17	2.449.271,57	4.761.769,53	11.010.381,00	15.357.660,54	18.574.185,67	21.990.237,43	25.651.498,83	29.512.168,85	34.242.136,06	38.389.581,88	46.023.574,79
POINT	SMB	-	AQUISICAO	-	MGM	POINT	credit_card	PSJ	7 a 12x	TPV	574.508,28	1.365.924,94	2.420.968,18	2.950.598,35	4.554.461,58	5.430.172,52	6.819.119,83	6.926.000,16	7.902.434,35	10.466.108,30	9.887.847,55	10.032.774,34	646.454,11	1.645.545,96	2.544.604,43	4.747.072,08	6.621.380,43	8.008.169,60	9.480.983,62	11.059.518,66	12.724.027,70	14.763.329,99	16.551.481,04	19.842.839,86
POINT	SMB	-	AQUISICAO	-	MGM	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	7.850,00	443.512,55	893.453,87	1.042.489,30	840.385,88	965.151,36	81.240,00	69.910,48	401.202,36	472.462,11	659.006,47	797.029,54	943.614,38	1.100.721,29	1.266.385,01	1.469.350,75	1.647.320,17	1.974.899,42
POINT	SMB	-	AQUISICAO	-	MGM	POINT	credit_card	PNF	1x	TPV	0	0	0	0	0	0	0	0	0	0	0	0,00	0	0	0	2.759,07	3.848,41	4.654,44	5.510,46	6.427,91	7.395,35	8.580,63	9.619,91	11.532,88
POINT	SMB	-	AQUISICAO	-	MGM	POINT	credit_card	PNF	2 a 6x	TPV	0	0	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0	0	0	5.827,00	8.127,70	9.829,99	11.637,81	13.575,50	15.618,65	18.121,89	20.316,80	24.356,92
POINT	SMB	-	AQUISICAO	-	MGM	POINT	credit_card	PNF	7 a 12x	TPV	0	0	0	0	0	0,00	0	0	0	0	0	0,00	0	0	0	3.766,60	5.253,80	6.354,11	7.522,75	8.775,27	10.095,97	11.714,05	13.132,89	15.744,46
POINT	SMB	-	AQUISICAO	-	MGM	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	debit_card	-	-	TPV	1.426.052,19	3.207.712,21	4.961.806,11	6.054.633,91	7.772.553,79	9.149.286,07	10.658.002,49	12.096.817,60	12.659.263,60	14.396.481,49	16.015.769,34	20.012.839,12	950.107,68	2.001.970,65	2.840.369,49	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	1x	1x	TPV	1.073.418,52	2.289.253,82	3.390.518,12	4.255.362,41	5.445.288,99	6.146.657,34	7.394.890,50	8.069.987,25	8.986.164,60	10.508.786,29	11.043.309,60	12.095.393,82	615.282,60	1.414.173,23	1.979.191,32	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PCJ	2 a 6x	TPV	179.544,45	409.952,87	470.047,96	551.419,25	553.668,77	738.354,05	1.021.671,80	1.004.221,69	1.095.143,80	1.315.559,10	1.130.866,67	1.293.339,55	81.741,41	155.207,17	233.648,89	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PCJ	7 a 12x	TPV	169.397,26	192.779,96	220.780,16	285.386,82	237.270,67	304.703,26	411.018,91	418.122,95	414.883,82	555.765,05	531.881,89	467.826,85	32.351,22	69.690,68	97.392,28	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	7.803,05	44.509,99	107.694,41	35.837,87	26.235,65	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PSJ	2 a 6x	TPV	405.564,38	820.651,69	1.208.300,64	1.739.326,13	2.253.582,25	2.520.991,53	2.989.599,77	3.350.946,45	3.876.483,41	4.234.244,55	4.348.978,66	4.636.154,94	260.488,42	416.288,65	673.528,35	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PSJ	7 a 12x	TPV	157.466,47	293.485,15	491.248,47	722.036,98	1.067.554,89	1.000.871,53	1.391.876,20	1.477.547,44	1.360.197,42	1.808.644,03	1.703.974,58	1.565.455,77	98.503,95	124.325,29	243.069,95	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	3.450,00	61.202,38	61.574,02	95.343,83	87.838,00	63.965,77	6.400,00	5.070,00	15.509,62	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PNF	1x	TPV	0	0	1	0,00	0,00	240,00	0,00	0,00	0,00	0,00	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PNF	2 a 6x	TPV	4.070,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	212,00	182,00	0,00	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PNF	7 a 12x	TPV	3.670,00	350	0	0	0	0	0	0	0	0	0	0	0,00	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	OTHERS	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	debit_card	-	-	TPV	1.475.979,93	5.424.774,39	9.820.618,37	11.988.871,78	15.003.874,62	17.072.268,98	20.140.472,13	24.004.845,43	25.277.599,61	29.398.411,47	33.399.926,89	45.842.280,15	1.172.693,07	4.331.585,54	7.683.377,38	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	1x	1x	TPV	963.534,04	3.792.515,87	6.746.604,39	8.864.521,28	10.921.629,36	12.671.313,42	14.819.495,89	17.114.094,74	18.855.435,53	21.465.011,19	23.782.881,73	28.791.978,18	964.545,93	3.279.246,06	6.288.970,22	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PCJ	2 a 6x	TPV	48.676,20	79.065,30	183.128,03	184.563,76	187.145,73	306.736,47	530.782,90	593.358,99	563.512,66	649.331,06	663.800,27	764.319,27	60.716,38	124.674,07	212.830,39	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PCJ	7 a 12x	TPV	11.868,56	72.909,11	134.967,79	118.080,42	67.392,99	102.505,69	86.568,10	157.313,22	173.160,77	127.287,36	251.113,74	308.588,04	8.918,30	25.678,63	38.022,03	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	23.345,58	51.000,53	3.249,75	26.335,49	57.721,64	0	47.472,30	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PSJ	2 a 6x	TPV	301.879,23	1.466.878,33	2.066.848,92	2.767.520,89	3.624.079,06	4.419.932,16	5.768.733,21	5.243.426,29	6.037.630,74	6.721.864,76	7.198.424,07	9.693.585,47	327.908,01	1.005.931,80	1.999.988,42	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PSJ	7 a 12x	TPV	277.339,75	604.678,11	921.268,99	1.545.831,98	1.924.533,87	2.510.105,77	5.207.150,66	2.708.000,93	3.355.616,92	3.002.509,94	3.606.118,26	5.885.338,94	141.825,06	919.267,99	1.651.761,47	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	8.699,98	37.744,73	36.458,43	66.077,50	111.895,52	237.228,44	330.908,55	535.985,71	60.656,00	92.996,42	30.970,94	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PNF	1x	TPV	2.363,45	1.765,90	0	1.797,86	0	1	0,00	0,00	0,00	0,00	0	0	0,00	0,00	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PNF	2 a 6x	TPV	22.515,60	10.608,06	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PNF	7 a 12x	TPV	0	0	0	0	0	0,00	0,00	0	0	0,00	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	OTHERS	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	debit_card	-	-	TPV	7.883.570,14	8.543.707,37	12.307.393,28	16.394.817,50	17.827.567,96	19.984.913,13	25.916.935,86	29.921.522,68	33.388.462,11	35.841.944,16	37.841.023,98	35.410.486,11	6.752.063,34	9.816.790,75	15.463.968,39	30.452.964,00	35.190.151,00	49.657.527,00	59.863.284,00	71.434.470,00	80.140.572,00	92.024.963,00	98.714.860,00	136.473.150,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	1x	1x	TPV	6.446.722,78	6.175.560,95	9.244.154,29	15.039.902,22	15.221.660,38	18.237.600,66	25.425.461,71	28.891.524,56	30.775.298,00	31.496.003,02	33.637.113,71	28.994.541,19	5.061.692,74	6.676.634,12	12.974.550,89	24.095.663,00	31.518.668,00	37.283.894,00	42.888.260,00	58.719.970,00	60.015.556,00	67.156.468,00	90.383.183,00	92.872.969,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PCJ	2 a 6x	TPV	37.512,98	68.167,33	65.640,63	76.626,66	78.030,01	88.348,82	330.918,18	185.337,25	189.595,89	210.943,34	251.371,90	182.400,49	118.234,23	61.095,57	115.688,56	219.412,00	289.405,00	400.989,00	491.021,00	558.012,00	647.719,00	750.284,00	885.736,00	1.011.520,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PCJ	7 a 12x	TPV	20.637,95	57.046,09	55.460,07	41.027,85	25.361,58	61.072,43	110.871,75	119.993,50	201.527,20	82.926,57	152.411,27	90.429,48	199.966,13	80.358,84	41.536,71	146.819,00	193.655,00	268.321,00	328.565,00	373.393,00	433.420,00	502.050,00	592.687,00	664.387,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0,00	0,00	891,73	0,00	48.096,30	12.858,00	3.937,22	5.979,54	995,60	887,00	1.170,00	1.621,00	1.985,00	2.255,00	2.619,00	3.033,00	3.580,00	4.013,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PSJ	2 a 6x	TPV	8.288.076,37	8.082.903,23	9.455.288,54	14.278.980,36	19.523.450,08	24.971.284,32	33.313.409,24	36.103.249,47	43.024.799,75	46.160.646,03	47.380.996,53	41.700.677,09	11.719.764,53	19.594.591,59	34.701.025,79	51.177.429,00	67.503.228,00	84.758.462,00	103.788.960,00	117.949.109,00	136.910.546,00	158.590.115,00	187.220.959,00	213.808.512,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PSJ	7 a 12x	TPV	8.530.583,68	7.832.777,54	8.575.547,50	12.906.857,82	19.136.673,81	26.084.169,99	34.248.398,03	38.129.538,34	42.071.466,57	50.612.009,07	52.487.515,15	53.583.160,12	25.543.982,81	39.189.024,52	74.899.914,07	83.075.787,00	109.577.285,00	137.587.776,00	168.479.847,00	191.465.912,00	222.245.873,00	257.438.153,00	303.914.390,00	347.398.700,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	100	0	3.500,00	11.397,50	57.593,36	537.616,01	1.486.929,18	2.992.567,62	3.745.633,86	6.030.588,95	3.668.330,86	7.443.564,67	13.562.298,04	5.075.014,00	6.693.962,00	8.405.078,00	10.292.241,00	11.696.432,00	13.576.744,00	15.726.600,00	18.565.780,00	20.811.804,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PNF	1x	TPV	992.081,98	1.590.344,78	3.086.885,01	2.235.342,55	2.649.074,16	7.998.920,98	2.481.204,85	3.811.718,17	1.822.298,88	2.149.526,22	1.934.013,38	2.627.163,81	308.360,25	672.096,14	1.854.107,00	4.879.475,00	6.382.665,00	7.550.148,00	8.685.056,00	11.891.046,00	12.153.407,00	13.599.472,00	18.302.982,00	6.334.820,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PNF	2 a 6x	TPV	1.704.057,93	1.793.733,70	2.358.573,56	2.050.763,69	3.009.028,61	3.678.746,97	2.445.916,18	1.815.300,02	1.150.935,45	990.453,24	1.212.906,49	3.625.334,62	390.590,96	633.823,64	1.132.610,67	745.121,00	982.814,00	1.361.751,00	1.667.498,00	1.895.001,00	2.199.638,00	2.547.949,00	3.007.939,00	3.435.103,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PNF	7 a 12x	TPV	4.710.923,61	4.625.914,50	5.039.061,92	3.793.949,52	5.383.174,44	5.012.597,27	4.711.703,50	1.248.190,84	880.609,75	634.121,66	819.630,48	650.830,17	6.755,00	236.472,04	326.116,96	3.071.578,00	4.051.424,00	5.613.496,00	6.873.872,00	7.811.692,00	9.067.493,00	10.503.317,00	12.399.518,00	14.160.397,00
POINT	BIG SELLERS	BS HUNTING	-	-	BIG SELLERS	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	15.800,00	0	12.000,00	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	account_money	-	-	TPV	0	0	0	9.944.285,00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	debit_card	-	-	TPV	58.324.142,68	51.466.763,50	53.184.715,35	57.898.982,72	51.542.818,00	49.147.847,46	49.515.260,19	39.499.052,30	34.841.674,18	44.234.718,57	34.856.750,92	36.310.669,41	50.485.376,46	44.227.016,52	43.422.717,77	58.190.859,00	56.349.149,00	54.095.096,00	60.812.191,00	62.057.556,00	59.345.994,00	72.537.411,00	69.764.675,00	82.419.659,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	1x	1x	TPV	50.698.562,94	45.148.199,74	45.173.137,26	45.323.636,93	40.038.109,39	36.870.551,64	40.344.594,58	33.929.430,43	29.880.082,12	41.177.257,39	35.066.705,26	29.285.168,35	46.286.134,51	42.344.728,98	45.645.806,69	54.553.092,00	59.144.459,00	56.778.588,00	63.828.898,00	65.136.042,00	62.289.968,00	76.135.770,00	82.379.303,00	81.713.353,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PCJ	2 a 6x	TPV	1.926.804,40	1.826.183,14	1.995.567,59	2.007.923,60	1.731.535,19	2.082.389,83	690.925,02	496.800,20	431.763,92	625.553,36	522.028,63	607.248,98	684.423,82	511.524,38	567.153,89	445.891,00	475.671,00	502.308,00	564.682,00	576.247,00	551.068,00	673.558,00	717.765,00	728.679,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PCJ	7 a 12x	TPV	510.152,39	471.400,62	499.917,16	648.442,30	519.115,35	567.066,87	121.545,24	391.165,01	130.062,23	185.954,37	120.011,29	149.921,59	366.463,74	137.248,50	167.472,11	138.455,00	147.701,00	155.972,00	175.339,00	178.929,00	171.112,00	209.146,00	222.872,00	258.301,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	3.145,75	0,00	0,00	12.568,50	9.687,28	2.088,22	0,00	0,00	1.039,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PSJ	2 a 6x	TPV	30.631.228,45	27.014.955,25	25.979.377,79	28.910.467,61	27.359.422,85	25.030.189,41	28.421.459,92	22.762.843,88	20.764.749,81	25.696.444,38	22.279.297,59	17.910.845,09	39.148.550,22	30.548.889,04	36.808.118,45	42.150.225,00	44.964.729,00	42.775.731,00	48.087.277,00	49.072.050,00	46.927.883,00	57.359.004,00	61.122.754,00	62.053.410,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PSJ	7 a 12x	TPV	50.284.125,77	41.938.404,48	38.512.662,58	36.174.193,29	35.531.043,18	32.940.431,80	35.157.008,44	30.988.837,13	29.119.101,00	31.138.158,71	23.746.061,79	10.817.852,37	36.611.593,51	30.115.294,27	34.850.575,80	40.874.589,00	43.604.563,00	41.481.519,00	46.632.363,00	47.587.340,00	45.508.045,00	55.623.565,00	59.274.288,00	60.143.455,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	10.100,00	78.100,00	100.646,79	326.625,85	761.103,32	1.395.970,89	1.849.052,59	2.187.773,65	1.199.543,95	58.013,85	2.227.019,60	2.250.786,48	2.827.935,44	2.645.584,00	2.822.279,00	2.684.866,00	3.018.252,00	3.080.062,00	2.945.482,00	3.600.203,00	3.836.490,00	3.894.826,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PNF	1x	TPV	2.775.233,76	3.592.626,25	2.849.434,85	2.396.544,00	3.044.983,03	2.650.562,10	1.958.201,93	1.581.323,83	1.998.664,35	2.002.070,42	3.045.060,41	4.085.189,64	6.468.180,19	12.069.056,56	3.424.437,05	7.473.803,00	8.091.422,00	7.767.752,00	8.732.289,00	8.911.117,00	8.521.752,00	10.415.965,00	11.255.376,00	11.186.750,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PNF	2 a 6x	TPV	2.634.383,73	3.566.548,24	2.758.739,05	2.307.553,60	3.348.413,12	3.132.784,31	2.482.032,09	2.447.374,87	2.493.448,83	2.606.564,91	3.293.402,33	4.464.840,61	3.852.960,66	5.020.409,99	4.214.749,86	4.339.500,00	4.605.718,00	4.758.315,00	5.349.165,00	5.458.709,00	5.220.194,00	6.380.538,00	6.768.256,00	6.918.954,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PNF	7 a 12x	TPV	1.647.836,37	2.555.172,52	1.534.264,19	1.033.033,30	1.120.158,65	1.033.542,06	928.338,25	765.720,58	1.085.252,88	1.042.969,05	1.670.509,99	789.393,02	1.597.308,29	1.581.933,99	1.060.860,02	2.414.726,00	2.576.001,00	2.720.252,00	3.058.032,00	3.120.656,00	2.984.300,00	3.647.651,00	3.887.054,00	3.946.157,00
POINT	BIG SELLERS	BS FARMING	-	-	BIG SELLERS	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	10.300,00	44.230,00	4.719,00	2.500,00	5.310,54	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS SIN TAG	-	-	BIG SELLERS	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS SIN TAG	-	-	BIG SELLERS	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS SIN TAG	-	-	BIG SELLERS	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS SIN TAG	-	-	BIG SELLERS	POINT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS SIN TAG	-	-	BIG SELLERS	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	BIG SELLERS	BS SIN TAG	-	-	BIG SELLERS	POINT	debit_card	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	BIG SELLERS	BS SIN TAG	-	-	BIG SELLERS	POINT	credit_card	1x	1x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	BIG SELLERS	BS SIN TAG	-	-	BIG SELLERS	POINT	credit_card	PCJ	2 a 6x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	BIG SELLERS	BS SIN TAG	-	-	BIG SELLERS	POINT	credit_card	PCJ	7 a 12x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
