BU	SEGMENT_DESC	PRODUCT_DESC	BALANCE_SHEET_PORTFOLIO_DESC	PORTFOLIO_DESC	PAYMENT_METHOD_DESC	INSTALLMENT_NUMBER_AGROUP	YEARMONTH_ID	VERSION_DESC	DEVICE_TAP_TYPE	 VALUE_AMOUNT 
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	1x	202607	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	1x	202608	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	1x	202609	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	1x	202610	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	1x	202611	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	1x	202612	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202601	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202602	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202603	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202604	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202605	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202606	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202607	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202608	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202609	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202610	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202611	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	2 a 6x	202612	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202601	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202602	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202603	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202604	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202605	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202606	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202607	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202608	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202609	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202610	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202611	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	7 a 12x	202612	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202601	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202602	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202603	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202604	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202605	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202606	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202607	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202608	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202609	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202610	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202611	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	credit_card	Maior que 12x	202612	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202601	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202602	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202603	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202604	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202605	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202606	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202607	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202608	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202609	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202610	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202611	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	debit_card	-	202612	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202601	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202602	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202603	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202604	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202605	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202606	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202607	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202608	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202609	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202610	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202611	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	digital_currency	-	202612	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202601	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202602	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202603	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202604	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202605	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202606	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202607	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202608	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202609	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202610	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202611	PLANO V5	Device	 -   
POINT	BIG SELLERS	POINT	BS SIN TAG	-	ticket	-	202612	PLANO V5	Device	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	account_money	-	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	bank_transfer	-	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	consumer_credits	-	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	-	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	1x	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	2 a 6x	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	7 a 12x	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	credit_card	Maior que 12x	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	debit_card	-	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	digital_currency	-	202612	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202601	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202602	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202603	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202604	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202605	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202606	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202607	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202608	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202609	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202610	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202611	PLANO V5	TTP	 -   
POINT	BIG SELLERS	TTP	TTP	-	ticket	-	202612	PLANO V5	TTP	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202601	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202602	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202603	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202604	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202605	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202606	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202607	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202608	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202609	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202610	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202611	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	account_money	-	202612	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202601	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202602	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202603	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202604	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202605	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202606	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202607	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202608	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202609	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202610	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202611	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	bank_transfer	-	202612	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202601	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202602	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202603	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202604	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202605	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202606	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202607	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202608	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202609	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202610	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202611	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	consumer_credits	-	202612	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202601	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202602	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202603	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202604	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202605	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202606	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202607	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202608	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202609	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202610	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202611	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	-	202612	PLANO V5	Device	 -   
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202601	PLANO V5	Device	 38.225.780,00 
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202602	PLANO V5	Device	 76.863.520,00 
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202603	PLANO V5	Device	 125.399.051,00 
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202604	PLANO V5	Device	 166.618.420,00 
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202605	PLANO V5	Device	 208.918.893,00 
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202606	PLANO V5	Device	 242.946.417,00 
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202607	PLANO V5	Device	 278.642.753,00 
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202608	PLANO V5	Device	 313.475.846,00 
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202609	PLANO V5	Device	 347.544.346,00 
POINT	LONGTAIL	POINT	-	AQUISICAO	credit_card	1x	202610	PLANO V5	Device	 387.091.475,00 
